fsw,cap,ind,pl_i_cu
20000.0,0.0006902631578947368,0.0009526315789473685,5.2399
20000.0,0.0006902631578947368,0.001,5.3717
20000.0,0.000726,0.0001,1.44237
20000.0,0.000726,0.00014736842105263158,2.07133
20000.0,0.000726,0.00019473684210526317,2.36847
20000.0,0.000726,0.00024210526315789473,2.63453
20000.0,0.000726,0.00028947368421052634,2.87734
20000.0,0.000726,0.0003368421052631579,3.10143
20000.0,0.000726,0.00038421052631578946,3.31045
20000.0,0.000726,0.0004315789473684211,3.50747
20000.0,0.000726,0.00047894736842105264,3.69395
20000.0,0.000726,0.0005263157894736842,3.8974
20000.0,0.000726,0.0005736842105263159,4.06848
20000.0,0.000726,0.0006210526315789474,4.23263
20000.0,0.000726,0.000668421052631579,4.39073
20000.0,0.000726,0.0007157894736842105,4.54321
20000.0,0.000726,0.0007631578947368422,4.69086
20000.0,0.000726,0.0008105263157894738,4.83407
20000.0,0.000726,0.0008578947368421053,4.97307
20000.0,0.000726,0.0009052631578947369,5.10824
20000.0,0.000726,0.0009526315789473685,5.24075
20000.0,0.000726,0.001,5.30084
29473.684210526313,4.7e-05,0.0001,1.42329
29473.684210526313,4.7e-05,0.00014736842105263158,2.05842
29473.684210526313,4.7e-05,0.00019473684210526317,2.36077
29473.684210526313,4.7e-05,0.00024210526315789473,2.62934
29473.684210526313,4.7e-05,0.00028947368421052634,2.87319
29473.684210526313,4.7e-05,0.0003368421052631579,3.09797
29473.684210526313,4.7e-05,0.00038421052631578946,3.30773
29473.684210526313,4.7e-05,0.0004315789473684211,3.50511
29473.684210526313,4.7e-05,0.00047894736842105264,3.692
29473.684210526313,4.7e-05,0.0005263157894736842,3.89576
29473.684210526313,4.7e-05,0.0005736842105263159,4.06697
29473.684210526313,4.7e-05,0.0006210526315789474,4.23131
29473.684210526313,4.7e-05,0.000668421052631579,4.38954
29473.684210526313,4.7e-05,0.0007157894736842105,4.54221
29473.684210526313,4.7e-05,0.0007631578947368422,4.68999
29473.684210526313,4.7e-05,0.0008105263157894738,4.83325
29473.684210526313,4.7e-05,0.0008578947368421053,4.97237
29473.684210526313,4.7e-05,0.0009052631578947369,5.1077
29473.684210526313,4.7e-05,0.0009526315789473685,5.23954
29473.684210526313,4.7e-05,0.001,5.36817
29473.684210526313,8.273684210526315e-05,0.0001,1.42346
29473.684210526313,8.273684210526315e-05,0.00014736842105263158,2.05853
29473.684210526313,8.273684210526315e-05,0.00019473684210526317,2.3605
29473.684210526313,8.273684210526315e-05,0.00024210526315789473,2.62891
29473.684210526313,8.273684210526315e-05,0.00028947368421052634,2.8729
29473.684210526313,8.273684210526315e-05,0.0003368421052631579,3.09784
29473.684210526313,8.273684210526315e-05,0.00038421052631578946,3.30774
29473.684210526313,8.273684210526315e-05,0.0004315789473684211,3.50511
29473.684210526313,8.273684210526315e-05,0.00047894736842105264,3.692
29473.684210526313,8.273684210526315e-05,0.0005263157894736842,3.89574
29473.684210526313,8.273684210526315e-05,0.0005736842105263159,4.067
29473.684210526313,8.273684210526315e-05,0.0006210526315789474,4.23131
29473.684210526313,8.273684210526315e-05,0.000668421052631579,4.38957
29473.684210526313,8.273684210526315e-05,0.0007157894736842105,4.54226
29473.684210526313,8.273684210526315e-05,0.0007631578947368422,4.69
29473.684210526313,8.273684210526315e-05,0.0008105263157894738,4.83324
29473.684210526313,8.273684210526315e-05,0.0008578947368421053,4.97235
29473.684210526313,8.273684210526315e-05,0.0009052631578947369,5.10769
29473.684210526313,8.273684210526315e-05,0.0009526315789473685,5.23956
29473.684210526313,8.273684210526315e-05,0.001,5.36817
29473.684210526313,0.0001184736842105263,0.0001,1.42351
29473.684210526313,0.0001184736842105263,0.00014736842105263158,2.05803
29473.684210526313,0.0001184736842105263,0.00019473684210526317,2.36026
29473.684210526313,0.0001184736842105263,0.00024210526315789473,2.62892
29473.684210526313,0.0001184736842105263,0.00028947368421052634,2.87292
29473.684210526313,0.0001184736842105263,0.0003368421052631579,3.09789
29473.684210526313,0.0001184736842105263,0.00038421052631578946,3.30774
